Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR022891,2009-09-02 19:10:02,2009-09-02 19:10:02,7530450,542192400,7530450,72,419,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022891/SRR022891.sra,SRX007737,Solexa-2981,WGS,RANDOM,GENOMIC,PAIRED,334,20.7761,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,B2120997720CF2CA88FE44EFF17AE679,AAFEA454C96713544E3F3EF5EAE3E537
SRR022892,2009-09-02 19:18:17,2009-09-02 19:18:17,7512662,540911664,7512662,72,419,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022892/SRR022892.sra,SRX007738,Solexa-2981,WGS,RANDOM,GENOMIC,PAIRED,334,20.7761,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,17BBAC0F98D70F7938D0C06495E8B0A8,070C7EA604C32CF75177F517204339CF
SRR022893,2009-09-02 19:23:58,2009-09-02 19:23:58,7674539,552566808,7674539,72,389,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022893/SRR022893.sra,SRX007739,Solexa-2980,WGS,RANDOM,GENOMIC,PAIRED,178,14.5251,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,B006B2E70DF224D43CD77975C44CAFE3,844F980F645F66384517A8723BE645FD
SRR022894,2009-09-02 19:25:54,2009-09-02 19:25:54,5116350,148374150,0,29,102,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022894/SRR022894.sra,SRX007740,Solexa-3165,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,E56401D25B01772EA4C6D5359CA557B5,4C4E1EE55E2158567C8B4AD31A972F3C
SRR022895,2009-09-02 19:16:40,2009-09-02 19:16:40,5280037,153121073,0,29,114,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022895/SRR022895.sra,SRX007741,Solexa-3165,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,0CC4EAE263CDFF558103B1608A68B730,398DFD72FA124FD01FD3D6AC3E2AC714
SRR022896,2009-09-02 19:21:24,2009-09-02 19:21:24,5633997,163385913,0,29,129,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022896/SRR022896.sra,SRX007742,Solexa-3165,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,77CEF385AAAC7EE34DAB19AF95C718B9,48BD25C35865C32DBD7E2D4797FED647
SRR022897,2009-09-02 19:29:26,2009-09-02 19:29:26,8578616,308830176,0,36,242,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022897/SRR022897.sra,SRX007743,Solexa-3190,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,17F61E1B28425031C2980218F3AD9040,B2CA66DDD8B9C02EA831EEA76345F545
SRR022898,2009-09-02 19:38:28,2009-09-02 19:38:28,8251049,297037764,0,36,232,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022898/SRR022898.sra,SRX007744,Solexa-3190,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,1C87E1FEA1C9F84FE7AE6E9EA0753FC7,F4B30E284394C58C3B5C10EE92C4125C
SRR022899,2009-09-02 19:40:43,2009-09-02 19:40:43,6941059,249878124,0,36,180,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022899/SRR022899.sra,SRX007745,Solexa-3190,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,5B6FBC38D8CC6342CFC2AABA8F559E73,C4DD74BA9EB255397B0BE9702BD97AC3
SRR022900,2009-09-02 19:46:44,2009-09-02 19:46:44,9100416,327614976,0,36,213,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022900/SRR022900.sra,SRX007746,Solexa-3190,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,6A9010D9F88E9215B07348D52C7EB4E8,DDCE087694B7E94E854C3085A6480545
SRR022901,2009-09-02 19:50:38,2009-09-02 19:50:38,8857157,318857652,0,36,207,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022901/SRR022901.sra,SRX007747,Solexa-3190,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,474A898DB88EE0C6F7944DFA70079E6B,F22B1ACF8761984B219A9D942B7A7917
SRR022902,2009-09-02 19:49:51,2009-09-02 19:49:51,6785428,244275408,0,36,137,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022902/SRR022902.sra,SRX007748,Solexa-3165,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,37F5FA3184C84EB9E8D793D89CAB68D6,13A2B2F97117F5073620790686B41E50
SRR022903,2009-09-02 19:54:50,2009-09-02 19:54:50,7617428,274227408,0,36,165,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022903/SRR022903.sra,SRX007749,Solexa-3165,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,2D58AC0670A9424F39326358FEF5612D,3E8E81CC0469FE4992451DF62CCF004C
SRR022904,2009-09-02 19:55:43,2009-09-02 19:55:43,6508595,234309420,0,36,153,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022904/SRR022904.sra,SRX007750,Solexa-3165,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,5EA4100C64B6833E532930646558D9FB,0D7603EA6AAD75C74938DF2CAD81A640
SRR022905,2009-09-02 20:00:22,2009-09-02 20:00:22,6238848,224598528,0,36,145,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022905/SRR022905.sra,SRX007751,Solexa-3165,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,0B3B0519EA88FF82D74AE9BBFFFAD470,6BEC1592CD41332D1E031F186980C7F6
SRR022906,2009-09-02 19:59:00,2009-09-02 19:59:00,6725378,242113608,0,36,163,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022906/SRR022906.sra,SRX007752,Solexa-3165,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,38BACCB3FBD52BAD1896FFD8277675F6,15BA140FB17A522D6E5FF71984BA5C46
SRR022907,2009-09-02 19:54:09,2009-09-02 19:54:09,739539,70995744,739539,96,46,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022907/SRR022907.sra,SRX007753,Solexa-3190,WGS,RANDOM,GENOMIC,PAIRED,138,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,EDAF21DC377889CF2DFF914A2F08CCAB,876918E0CFEB52A86C0CAEE57D788AB2
SRR030022,2009-11-21 10:30:37,2009-11-21 10:30:37,5110256,378158944,5110256,74,266,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR030/SRR030022/SRR030022.sra,SRX012848,Solexa-2981,WGS,RANDOM,GENOMIC,PAIRED,334,20.7761,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,27952468AD006E52CEAA4D8223C24D07,2DEC56316FC03E410AD1FF39C511DFFE
SRR030023,2009-11-21 10:31:20,2009-11-21 10:31:20,4234248,313334352,4234248,74,212,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR030/SRR030023/SRR030023.sra,SRX012849,Solexa-2981,WGS,RANDOM,GENOMIC,PAIRED,334,20.7761,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,2534CAB0133E08E43A1C90920E1EA105,491884D64DCB723A61DB67A8DDA960AF
SRR030024,2009-11-21 10:36:57,2009-11-21 10:36:57,4964002,367336148,4964002,74,252,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR030/SRR030024/SRR030024.sra,SRX012850,Solexa-2980,WGS,RANDOM,GENOMIC,PAIRED,178,14.5251,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,2351D43F0BEF9D30671D970E904AA185,C507EE9B83564AD6A4AC2B8854B0A528
SRR948363,2013-08-06 13:27:26,2013-08-06 13:27:26,5153,242191,0,47,0,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR948/SRR948363/SRR948363.sra,SRX332062,Solexa-3190,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004768,SAMN00013076,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA096770,,public,,
SRR022908,2009-09-02 20:18:29,2009-09-02 20:18:29,9244429,684087746,9244429,74,557,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022908/SRR022908.sra,SRX007754,Solexa-3921,WGS,RANDOM,GENOMIC,PAIRED,3000,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004769,SAMN00014680,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,5498F808ED8A3A6E16132D159DC694DD,500E5A6A158DE7822868B2D78500471A
SRR022910,2009-09-02 20:55:09,2009-09-02 20:55:09,9633707,712894318,9633707,74,593,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022910/SRR022910.sra,SRX007756,Solexa-3921,WGS,RANDOM,GENOMIC,PAIRED,3000,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004769,SAMN00014680,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,4DBA3AFAD6B4D0D150FA86E365ABC986,E83A8B01B349618E4DD9DCC13865149F
SRR022911,2009-09-02 20:47:35,2009-09-02 20:47:35,10306846,762706604,10306846,74,645,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022911/SRR022911.sra,SRX007757,Solexa-3922,WGS,RANDOM,GENOMIC,PAIRED,3000,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004770,SAMN00014681,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,5E78CC4B53D05F1707FD07CA58F82F84,062779E64B42546469EC007C06C2FC62
SRR022909,2009-09-02 20:20:56,2009-09-02 20:20:56,7528304,557094496,7528304,74,444,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022909/SRR022909.sra,SRX007755,Solexa-3922,WGS,RANDOM,GENOMIC,PAIRED,3000,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004770,SAMN00014681,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,1BE1358A561C26FC1650A45554A1BDEE,4B84A119AD781A3D18FA13251FD6898D
SRR022912,2009-09-02 20:36:07,2009-09-02 20:36:07,3180246,235338204,3180246,74,118,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022912/SRR022912.sra,SRX007758,Solexa-3923,WGS,RANDOM,GENOMIC,PAIRED,4000,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004771,SAMN00014682,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,5A3674D06CB9B78C5C7C424DE7EA7463,52D42D6AD961B5360CE1798C1EA98488
SRR022913,2009-09-02 20:50:34,2009-09-02 20:50:34,6204659,459144766,6204659,74,351,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022913/SRR022913.sra,SRX007759,Solexa-3924,WGS,RANDOM,GENOMIC,PAIRED,4000,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004772,SAMN00014683,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,C84FFDCC09268CD15CC8080F8AE679FA,0570CE71A906629BCE9FC6CFEBEE74D5
SRR360458,2011-11-01 13:59:05,2011-11-01 13:59:05,6351321,1333777410,6351321,210,860,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360458/SRR360458.sra,SRX104058,Pond-52445,WGS,RANDOM,GENOMIC,PAIRED,220,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,9952AE799238DE0981A1FC4A8A61545E,C0E109B63966F65BCB3260CE3C60C78A
SRR360459,2011-11-01 13:59:05,2011-11-01 13:59:05,2518906,488667764,2518906,194,290,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360459/SRR360459.sra,SRX104059,Solexa-36231,WGS,RANDOM,GENOMIC,PAIRED,301,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,70E5A298EBA1192C3C31A4DDF72B7505,A142852A2C847902F61D46888C2DB5EE
SRR360460,2011-11-01 13:59:05,2011-11-01 13:59:05,5186356,1006153064,5186356,194,604,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360460/SRR360460.sra,SRX104060,Solexa-36231,WGS,RANDOM,GENOMIC,PAIRED,301,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,31FD35C591EA1B9CBCF2D653D5E2B3CC,9E64218AAA7FE5E01C198217F1F36C16
SRR360461,2011-11-01 13:59:05,2011-11-01 13:59:05,6672375,640548000,6672375,96,387,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360461/SRR360461.sra,SRX104061,Pond-52445,WGS,RANDOM,GENOMIC,PAIRED,220,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,EAAB468E2FC571B4CAC5AB59DB5C11B0,79D7850E9B025362D6F8F73095025096
SRR360462,2011-11-01 13:59:05,2011-11-01 13:59:05,6427966,1349872860,6427966,210,778,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360462/SRR360462.sra,SRX104062,Solexa-36231,WGS,RANDOM,GENOMIC,PAIRED,301,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,1580DCB9651E13300FD70D3AD1946996,E29B07FFB85D63AC3DBC31B7F62259A7
SRR360463,2011-11-01 13:59:05,2011-11-01 13:59:05,4535745,879934530,4535745,194,533,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360463/SRR360463.sra,SRX104063,Solexa-36231,WGS,RANDOM,GENOMIC,PAIRED,301,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,BAA0A6AAF415F192F00F6CC1215B6E84,741BED7494372A9CBFE6A29171D790D6
SRR360464,2011-11-01 13:59:05,2011-11-01 13:59:05,6915186,1452189060,6915186,210,833,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360464/SRR360464.sra,SRX104062,Solexa-36231,WGS,RANDOM,GENOMIC,PAIRED,301,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,81EB1EB87B3AFD3222A5897B1FCEF478,4226823C1F9F0271F6A9CACD2B8334F2
SRR360465,2011-11-01 13:59:06,2011-11-01 13:59:06,6636352,637089792,6636352,96,384,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360465/SRR360465.sra,SRX104061,Pond-52445,WGS,RANDOM,GENOMIC,PAIRED,220,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,D863F5F8DAF9B2DFA4395E274E801C19,93443E6C1FB094F7F61F109F4460053B
SRR360466,2011-11-01 13:59:06,2011-11-01 13:59:06,5538,603642,0,109,0,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360466/SRR360466.sra,SRX104064,Pond-52445,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,48147F3BC500C656C8E7A4C86C4DC2F0,EFACCBA2799C7C6D92928DA5B8A42B1B
SRR360467,2011-11-01 13:59:06,2011-11-01 13:59:06,2527520,490338880,2527520,194,285,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360467/SRR360467.sra,SRX104059,Solexa-36231,WGS,RANDOM,GENOMIC,PAIRED,301,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,774102AC99F7AFE2A0528AE8CEA681B7,505C03EC2C53562803D2F29BDC5CCEBF
SRR360468,2011-11-01 13:59:06,2011-11-01 13:59:06,5124866,994224004,5124866,194,596,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR360/SRR360468/SRR360468.sra,SRX104060,Solexa-36231,WGS,RANDOM,GENOMIC,PAIRED,301,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,C01014410C9B524BFC5DA5F313D69E6A,1EA3C47C4A7E94F0B3FD2EE3CF63E735
SRR363126,2011-11-07 09:51:05,2011-11-07 09:51:05,5693222,1150030844,5693222,202,659,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR363/SRR363126/SRR363126.sra,SRX104803,Solexa-36231,WGS,RANDOM,GENOMIC,PAIRED,301,0,ILLUMINA,Illumina HiSeq 2000,SRP001087,PRJNA40075,19796385,40075,SRS467523,SAMN02303529,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,D8AA3CB07B18E21D13A80CA76314F86B,AA69ADED3AF32D2A636CD3DB2D9B95C4
SRR023409,2009-09-06 13:15:56,2009-09-06 13:15:56,2612394,193317156,2612394,74,114,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR023/SRR023409/SRR023409.sra,SRX008043,Solexa-3035,WGS,RANDOM,GENOMIC,PAIRED,4000,6.47813,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004804,SAMN00014686,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,F91BBA44D9D62AA6E3B031E7CC55E3CE,22D7C25540DB53497E1E6FB837F73FDF
SRR023410,2009-09-06 13:16:24,2009-09-06 13:16:24,2832612,209613288,2832612,74,132,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR023/SRR023410/SRR023410.sra,SRX008044,Solexa-3035,WGS,RANDOM,GENOMIC,PAIRED,4000,6.47813,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004804,SAMN00014686,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,ADC579C0DEA24ABAB34CCB09A3FD9985,E4D4C7E64226CA34EC4D4B768CD8BDFC
SRR022914,2009-09-02 20:34:32,2009-09-02 20:34:32,3895645,280486440,3895645,72,139,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022914/SRR022914.sra,SRX007760,Solexa-4733,WGS,RANDOM,GENOMIC,PAIRED,3000,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004773,SAMN00014684,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,67149EAFCDA98B079691B6FE65C698D4,AD88101E025D5793B3AAD680325C8DDA
SRR022915,2009-09-02 20:36:45,2009-09-02 20:36:45,3997195,287798040,3997195,72,121,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR022/SRR022915/SRR022915.sra,SRX007761,Solexa-4733,WGS,RANDOM,GENOMIC,PAIRED,3000,0,ILLUMINA,Illumina Genome Analyzer II,SRP001087,PRJNA40075,19796385,40075,SRS004773,SAMN00014684,511145,Escherichia coli str. K-12 substr. MG1655,n/a,,,,,,,no,,,,,BI,SRA009386,,public,0672CC48AFCB2EBA51058CC2B3519F91,E6FAA8E0F22EA36315E5797C52C3B7E4
